result_id;user_id;word_id;timestamp;is_correct;time_spent;attempt_number;days_since_last_seen
R00134;U096;W1053;2024-03-27;False;7.99;1;0
R00135;U075;W0172;2024-04-22;False;10.09;1;0
R00136;U097;W1864;2024-02-05;True;5.74;1;0
R00137;U036;W1818;2024-02-24;False;18.63;1;0
R00138;U089;W0020;2024-01-23;True;2.97;1;0
R00139;U011;W1696;2024-03-22;True;4.65;2;1
R00140;U043;W0757;2024-03-18;True;3.72;2;1
R00141;U048;W0425;2024-02-16;True;4.66;1;0
R00142;U014;W1488;2024-02-16;False;6.89;1;0
R00143;U067;W0053;2024-01-30;False;16.92;1;0
R00144;U033;W1899;2024-01-26;True;15.96;1;0
R00145;U081;W0059;2024-04-24;False;13.19;1;0
R00146;U082;W0044;2024-05-01;True;3.9;2;2
R00147;U012;W1071;2024-02-04;True;4.03;2;2
R00148;U073;W1883;2024-04-13;True;5.17;1;0
R00149;U025;W1071;2024-01-23;False;6.93;1;0
R00150;U054;W1023;2024-02-27;False;12.65;1;0
R00151;U081;W1213;2024-04-19;False;14.8;2;3
R00152;U045;W1501;2024-01-10;True;12.41;1;0
R00153;U050;W1058;2024-03-31;False;13.87;1;0
R00154;U002;W1009;2024-02-16;False;12.41;1;0
R00155;U033;W0762;2024-01-17;False;19.14;1;0
R00156;U002;W1009;2024-02-19;False;10.53;2;3
R00157;U011;W0920;2024-04-23;True;4.35;1;0
R00158;U045;W0899;2024-01-17;True;16.01;1;0
R00159;U025;W1413;2024-04-13;False;7.57;2;2
R00160;U082;W1382;2024-03-30;True;5.43;1;0
R00161;U089;W0687;2024-04-22;False;13.09;1;0
R00162;U041;W1886;2024-02-06;True;4.53;2;1
R00163;U070;W0620;2024-04-27;False;10.79;3;7
R00164;U056;W0105;2024-01-13;True;8.39;2;2
R00165;U086;W0005;2024-04-11;True;10.45;1;0
R00166;U016;W1861;2024-02-20;True;10.56;1;0
R00167;U054;W0668;2024-01-29;True;4.74;1;0
R00168;U095;W1518;2024-04-26;False;11.41;1;0
R00169;U093;W1825;2024-02-04;True;6.11;1;0
R00170;U088;W1129;2024-04-29;False;13.07;2;3
R00171;U002;W1009;2024-02-24;False;10.13;3;5
R00172;U020;W1216;2024-04-13;True;3.74;2;1
R00173;U073;W0179;2024-03-04;False;11.51;1;0
R00174;U039;W0850;2024-01-19;True;5.76;1;0
R00175;U081;W1007;2024-01-25;False;11.44;1;0
R00176;U039;W0293;2024-04-01;True;10.25;1;0
R00177;U089;W1964;2024-01-05;False;12.08;1;0
R00178;U070;W0620;2024-05-09;False;11.78;4;12
R00179;U008;W1917;2024-01-16;False;16.11;1;0
R00180;U065;W1836;2024-02-28;True;6.82;3;6
R00181;U023;W0254;2024-02-01;True;4.84;1;0
R00182;U031;W1286;2024-01-06;True;4.24;2;1
R00183;U022;W1301;2024-04-07;True;7.48;1;0
R00184;U041;W1886;2024-02-12;False;12.76;3;6
R00185;U091;W0438;2024-01-25;True;11.86;1;0
R00186;U088;W1129;2024-05-05;False;12.89;3;6
R00187;U097;W1596;2024-03-10;True;5.83;1;0
R00188;U084;W1824;2024-04-27;False;7.63;1;0
R00189;U091;W0404;2024-03-10;False;11.57;1;0
R00190;U024;W1752;2024-01-03;True;4.08;1;0
R00191;U066;W0099;2024-01-05;False;8.94;2;3
R00192;U030;W1017;2024-01-20;True;3.73;1;0
R00193;U057;W0274;2024-01-30;True;3.51;2;1
R00194;U092;W1967;2024-02-03;False;19.12;3;7
R00195;U055;W1972;2024-02-16;False;7.43;2;1
R00196;U038;W0415;2024-04-12;True;3.6;1;0
R00197;U082;W0112;2024-04-15;False;18.26;1;0
R00198;U066;W0099;2024-01-11;True;5.48;3;6
R00199;U034;W1069;2024-04-07;True;4.7;2;3
R00200;U006;W1769;2024-01-23;False;21.38;1;0
R00201;U009;W1821;2024-03-27;True;8.63;1;0
R00202;U072;W0602;2024-04-05;True;8.5;2;3
R00203;U027;W0099;2024-02-26;False;21.22;1;0
R00204;U098;W1456;2024-04-15;False;9.03;1;0
R00205;U018;W1968;2024-04-28;False;5.03;1;0
R00206;U075;W0327;2024-05-01;False;13.89;3;6
R00207;U050;W0378;2024-01-03;False;19.9;1;0
R00208;U048;W1795;2024-01-13;True;4.57;1;0
R00209;U009;W0264;2024-03-02;True;3.8;2;1
R00210;U067;W0639;2024-01-28;False;18.08;1;0
R00211;U071;W0375;2024-03-29;True;5.91;1;0
R00212;U059;W0033;2024-01-05;True;5.21;1;0
R00213;U039;W0293;2024-04-03;False;15.06;2;2
R00214;U059;W1749;2024-04-28;True;6.16;1;0
R00215;U035;W1300;2024-03-15;True;3.19;2;2
R00216;U003;W0991;2024-02-29;False;7.83;3;7
R00217;U039;W1898;2024-01-29;True;5.86;1;0
R00218;U092;W1967;2024-02-17;False;17.63;4;14
R00219;U067;W0518;2024-03-30;True;6.87;1;0
R00220;U019;W1776;2024-03-24;True;5.08;1;0
R00221;U083;W0227;2024-02-25;False;19.47;1;0
R00222;U013;W1998;2024-04-19;True;6.83;3;6
R00223;U017;W1516;2024-03-20;False;14.16;1;0
R00224;U084;W1940;2024-01-29;False;10.09;4;10
R00225;U070;W0606;2024-02-06;True;13.56;1;0
R00226;U093;W1334;2024-01-03;True;5.78;1;0
R00227;U080;W1300;2024-04-06;True;4.84;1;0
R00228;U067;W0518;2024-04-02;True;9.63;2;3
R00229;U011;W1696;2024-03-27;True;6.95;3;5
R00230;U095;W1518;2024-04-27;True;10.22;2;1
R00231;U094;W1946;2024-02-16;False;13.75;1;0
R00232;U065;W1836;2024-03-13;False;3.73;4;14
R00233;U073;W1996;2024-01-24;True;5.57;1;0
R00234;U013;W0033;2024-02-09;True;6.67;1;0
R00235;U035;W1300;2024-03-21;True;5.02;3;6
R00236;U087;W1863;2024-04-22;True;3.93;1;0
R00237;U051;W0131;2024-04-07;False;12.16;2;1
R00238;U088;W0551;2024-02-23;True;10.57;1;0
R00239;U078;W1497;2024-01-27;True;5.66;1;0
R00240;U008;W0408;2024-02-04;False;19.55;4;12
R00241;U087;W1217;2024-04-08;True;3.94;1;0
R00242;U071;W0712;2024-01-16;True;6.02;1;0
R00243;U039;W0293;2024-04-09;False;15.45;3;6
R00244;U028;W1117;2024-04-04;True;5.8;1;0
R00245;U006;W1769;2024-01-26;False;15.49;2;3
R00246;U077;W1630;2024-04-12;True;5.94;2;1
R00247;U068;W0781;2024-04-19;True;4.92;1;0
R00248;U085;W0972;2024-02-22;False;6.04;1;0
R00249;U068;W1717;2024-01-26;False;11.05;1;0
R00250;U025;W1413;2024-04-18;True;6.81;3;5
R00251;U005;W1114;2024-04-02;False;14.37;1;0
R00252;U068;W1486;2024-04-22;False;5.26;1;0
R00253;U075;W1641;2024-04-22;False;11.54;1;0
R00254;U017;W0086;2024-03-07;False;16.46;1;0
R00255;U044;W1828;2024-04-09;True;4.83;1;0
R00256;U055;W0892;2024-01-07;True;6.94;1;0
R00257;U092;W0663;2024-01-12;False;17.92;1;0
R00258;U040;W1215;2024-02-27;True;11.85;1;0
R00259;U059;W1338;2024-04-22;True;2.91;1;0
R00260;U026;W1695;2024-04-11;True;5.66;1;0
R00261;U019;W1172;2024-03-22;True;5.1;1;0
R00262;U018;W0142;2024-03-06;False;11.62;1;0
R00263;U092;W1967;2024-03-07;False;15.6;5;19
R00264;U024;W0682;2024-02-06;True;2.97;1;0
R00265;U010;W1110;2024-02-28;False;12.51;1;0
R00266;U002;W0535;2024-01-28;False;10.18;1;0
R00267;U030;W1086;2024-02-01;False;9.67;1;0
R00268;U026;W0309;2024-02-15;True;6.55;3;5
R00269;U039;W1898;2024-02-01;True;4.74;2;3
R00270;U087;W1103;2024-03-19;True;6.2;1;0
R00271;U044;W0930;2024-02-28;False;3.63;1;0
R00272;U086;W1592;2024-04-07;True;5.18;1;0
R00273;U090;W0616;2024-03-29;False;13.71;1;0
R00274;U080;W0128;2024-04-12;False;14.02;2;1
R00275;U053;W1650;2024-03-18;False;8.56;1;0
R00276;U092;W0663;2024-01-15;False;15.88;2;3
R00277;U073;W1069;2024-03-21;True;4.03;1;0
R00278;U066;W0099;2024-01-21;True;9.91;4;10
R00279;U095;W1518;2024-05-03;False;12.43;3;6
R00280;U015;W0500;2024-02-21;True;6.08;3;7
R00281;U097;W1919;2024-02-11;True;3.51;1;0
R00282;U044;W0930;2024-03-02;False;11.58;2;3
R00283;U049;W0355;2024-01-05;True;4.87;1;0
R00284;U019;W1416;2024-03-09;False;6.0;1;0
R00285;U100;W0423;2024-03-27;False;16.22;1;0
R00286;U062;W1773;2024-04-23;False;8.54;1;0
R00287;U014;W1858;2024-01-22;True;4.3;1;0
R00288;U056;W1011;2024-04-06;True;8.17;1;0
R00289;U074;W1386;2024-04-04;False;17.33;2;2
R00290;U057;W1703;2024-01-23;True;14.3;1;0
R00291;U015;W1017;2024-02-26;True;3.65;1;0
R00292;U032;W1291;2024-04-21;True;5.83;1;0
R00293;U041;W1354;2024-04-15;False;6.6;1;0
R00294;U095;W0270;2024-01-15;True;7.27;1;0
R00295;U067;W1931;2024-01-06;True;13.69;1;0
R00296;U053;W1685;2024-03-30;False;6.87;3;7
R00297;U034;W1069;2024-04-14;True;5.76;3;7
R00298;U014;W0306;2024-03-19;False;12.48;2;1
R00299;U017;W1516;2024-03-23;False;14.29;2;3
R00300;U043;W0757;2024-03-25;True;4.46;3;7
R00301;U054;W0441;2024-04-13;False;15.15;1;0
R00302;U068;W1486;2024-04-24;True;3.63;2;2
R00303;U040;W0863;2024-03-01;False;20.1;1;0
R00304;U070;W1916;2024-02-20;True;8.6;1;0
R00305;U089;W0274;2024-02-11;True;2.7;1;0
R00306;U068;W1717;2024-01-27;True;6.08;2;1
R00307;U080;W1071;2024-02-21;True;6.13;1;0
R00308;U097;W1749;2024-04-11;True;4.75;1;0
R00309;U086;W0709;2024-03-13;True;4.95;3;7
R00310;U062;W1773;2024-04-25;False;10.63;2;2
R00311;U047;W0274;2024-04-04;False;8.64;1;0
R00312;U003;W0650;2024-03-12;True;12.8;1;0
R00313;U034;W1706;2024-03-17;True;14.53;1;0
R00314;U005;W0922;2024-04-20;True;3.93;2;3
R00315;U006;W0424;2024-02-19;False;11.84;1;0
R00316;U010;W0800;2024-04-27;False;10.2;1;0
R00317;U028;W1117;2024-04-07;False;6.85;2;3
R00318;U078;W1314;2024-01-29;False;10.85;2;1
R00319;U096;W1360;2024-01-31;True;5.62;1;0
R00320;U032;W1918;2024-02-21;True;5.34;1;0
R00321;U008;W1487;2024-01-25;True;6.38;1;0
R00322;U087;W0610;2024-02-06;False;8.95;1;0
R00323;U043;W1291;2024-01-11;True;7.94;1;0
R00324;U061;W1542;2024-02-24;True;4.8;1;0
R00325;U041;W1354;2024-04-16;True;6.17;2;1
R00326;U030;W1358;2024-02-22;False;8.66;1;0
R00327;U072;W0145;2024-03-29;True;8.25;1;0
R00328;U044;W0276;2024-04-06;True;4.9;1;0
R00329;U090;W0447;2024-01-12;True;6.0;1;0
R00330;U049;W0278;2024-03-28;True;6.12;1;0
R00331;U100;W0423;2024-03-30;False;18.47;2;3
R00332;U054;W1531;2024-02-23;False;13.3;1;0
R00333;U016;W1119;2024-03-17;False;9.36;1;0
R00334;U027;W1526;2024-01-22;False;12.93;1;0
R00335;U015;W1017;2024-02-27;True;3.34;2;1
R00336;U062;W1773;2024-04-30;False;11.46;3;5
R00337;U071;W0375;2024-03-31;True;5.07;2;2
R00338;U033;W1592;2024-01-19;False;14.98;1;0
R00339;U059;W1491;2024-02-19;True;4.58;1;0
R00340;U086;W1592;2024-04-09;True;1.64;2;2
R00341;U039;W0293;2024-04-22;False;10.26;4;13
R00342;U072;W0145;2024-03-30;False;7.62;2;1
R00343;U091;W0438;2024-01-28;False;18.09;2;3
R00344;U025;W0054;2024-02-25;True;5.54;1;0
R00345;U059;W1483;2024-03-07;True;3.77;3;6
R00346;U076;W1843;2024-04-03;False;11.47;1;0
R00347;U066;W0803;2024-02-10;False;10.84;1;0
R00348;U034;W1069;2024-04-24;True;9.45;4;10
R00349;U070;W0140;2024-03-22;True;7.43;1;0
R00350;U069;W0409;2024-03-23;False;12.71;1;0
R00351;U034;W0379;2024-03-22;False;16.24;1;0
R00352;U033;W1604;2024-04-08;True;6.16;1;0
R00353;U084;W1940;2024-02-21;False;9.49;5;23
R00354;U028;W1674;2024-03-19;True;5.42;1;0
R00355;U024;W0579;2024-02-25;True;13.22;1;0
R00356;U018;W1255;2024-01-14;True;6.98;1;0
R00357;U015;W0500;2024-03-05;True;5.4;4;13
R00358;U028;W1989;2024-03-03;True;6.09;1;0
R00359;U080;W0742;2024-01-09;True;6.58;1;0
R00360;U060;W1277;2024-04-29;False;7.46;1;0
R00361;U003;W0411;2024-03-23;True;15.28;1;0
R00362;U008;W1917;2024-01-18;False;11.6;2;2
R00363;U095;W0270;2024-01-16;False;7.17;2;1
R00364;U050;W1746;2024-01-18;True;5.9;1;0
R00365;U051;W0089;2024-03-23;True;9.53;1;0
R00366;U037;W0865;2024-01-03;True;9.38;1;0
R00367;U075;W0412;2024-03-27;False;9.42;1;0
R00368;U077;W1803;2024-02-12;True;4.1;2;2
R00369;U043;W1291;2024-01-14;True;2.6;2;3
R00370;U004;W1863;2024-01-22;False;14.11;1;0
R00371;U069;W0032;2024-03-19;True;8.37;1;0
R00372;U051;W0781;2024-04-04;True;5.23;1;0
R00373;U099;W0430;2024-04-11;True;3.45;1;0
R00374;U012;W1125;2024-01-22;True;5.24;1;0
R00375;U039;W1879;2024-01-06;True;7.04;1;0
R00376;U032;W1586;2024-03-29;False;8.55;2;1
R00377;U064;W0225;2024-04-03;True;3.74;2;3
R00378;U048;W0186;2024-01-31;False;8.83;1;0
R00379;U045;W1999;2024-04-10;False;16.44;1;0
R00380;U054;W1422;2024-01-13;False;15.34;1;0
R00381;U009;W0264;2024-03-07;True;7.11;3;5
R00382;U025;W0952;2024-04-29;True;4.02;2;1
R00383;U020;W1403;2024-02-13;True;2.51;3;5
R00384;U048;W1419;2024-04-02;True;3.56;3;6
R00385;U032;W1887;2024-03-15;True;2.6;1;0
R00386;U082;W0044;2024-05-07;True;3.85;3;6
R00387;U094;W1117;2024-01-23;True;4.63;2;1
R00388;U072;W0145;2024-04-04;True;3.66;3;5
R00389;U068;W1748;2024-02-04;True;5.88;1;0
R00390;U003;W0991;2024-03-10;False;7.09;4;10
R00391;U062;W1147;2024-03-18;True;7.47;1;0
R00392;U061;W0531;2024-01-30;True;6.8;1;0
R00393;U045;W1908;2024-03-16;False;14.2;1;0
R00394;U042;W1749;2024-02-01;True;10.89;1;0
R00395;U049;W0054;2024-01-20;False;9.47;1;0
R00396;U083;W1522;2024-04-03;False;7.25;1;0
R00397;U071;W1847;2024-04-15;True;4.99;1;0
R00398;U087;W1254;2024-03-29;True;3.51;1;0
R00399;U083;W1522;2024-04-06;True;8.68;2;3
R00400;U088;W1522;2024-01-04;False;5.26;1;0
R00401;U014;W1488;2024-02-19;True;7.46;2;3
R00402;U066;W0803;2024-02-12;False;12.04;2;2
R00403;U018;W0072;2024-03-14;False;10.0;1;0
R00404;U035;W0047;2024-03-27;True;3.13;1;0
R00405;U059;W0555;2024-01-06;True;3.11;1;0
R00406;U003;W0411;2024-03-24;True;12.08;2;1
R00407;U001;W0181;2024-04-04;False;9.55;1;0
R00408;U011;W0920;2024-04-26;False;8.12;2;3
R00409;U038;W0027;2024-03-08;False;12.88;1;0
R00410;U040;W0598;2024-02-27;False;17.26;1;0
R00411;U014;W1215;2024-04-13;False;6.26;2;2
R00412;U046;W0194;2024-01-15;False;13.0;2;1
R00413;U053;W1685;2024-04-09;True;5.63;4;10
R00414;U100;W0423;2024-04-05;False;20.68;3;6
R00415;U018;W1968;2024-04-30;True;3.8;2;2
R00416;U025;W0967;2024-04-08;False;7.81;1;0
R00417;U014;W0077;2024-01-24;False;11.01;1;0
R00418;U018;W1968;2024-05-05;True;4.46;3;5
R00419;U007;W1461;2024-01-24;True;10.59;1;0
R00420;U058;W1023;2024-01-19;True;5.12;1;0
R00421;U033;W0074;2024-02-18;False;11.55;3;6
R00422;U067;W1935;2024-02-07;False;18.09;1;0
R00423;U004;W1787;2024-04-26;False;14.1;1;0
R00424;U086;W1592;2024-04-16;True;3.88;3;7
R00425;U015;W0500;2024-03-27;True;5.85;5;22
R00426;U036;W1818;2024-02-27;False;17.3;2;3
R00427;U044;W0588;2024-03-22;True;4.47;3;7
R00428;U095;W1518;2024-05-15;False;14.72;4;12
R00429;U027;W0158;2024-04-24;False;13.44;1;0
R00430;U002;W1009;2024-03-07;False;11.81;4;12
R00431;U080;W0697;2024-02-23;True;4.77;1;0
R00432;U040;W1191;2024-01-26;True;4.32;1;0
R00433;U077;W1630;2024-04-19;True;5.28;3;7
R00434;U013;W1998;2024-04-30;True;8.8;4;11
R00435;U018;W0026;2024-02-23;True;13.95;1;0
R00436;U061;W1542;2024-02-26;False;8.71;2;2
R00437;U085;W0521;2024-04-21;True;6.31;1;0
R00438;U023;W0571;2024-01-03;False;5.82;1;0
R00439;U088;W0055;2024-01-18;True;3.2;1;0
R00440;U082;W1488;2024-02-15;True;9.52;1;0
R00441;U045;W1501;2024-01-13;True;13.88;2;3
R00442;U066;W0354;2024-03-28;False;8.61;1;0
R00443;U085;W1662;2024-02-15;False;11.11;1;0
R00444;U006;W0069;2024-02-13;False;10.03;1;0
R00445;U013;W0475;2024-04-11;False;16.64;1;0
R00446;U074;W1890;2024-03-11;True;6.34;1;0
R00447;U048;W1889;2024-01-15;False;9.69;1;0
R00448;U069;W0409;2024-03-26;False;12.7;2;3
R00449;U078;W0797;2024-01-16;True;6.07;1;0
R00450;U068;W1717;2024-02-01;True;7.79;3;5
R00451;U045;W1212;2024-04-06;True;6.01;1;0
R00452;U095;W1558;2024-04-26;True;8.01;1;0
R00453;U054;W1821;2024-01-27;False;18.05;1;0
R00454;U021;W1245;2024-04-24;True;3.25;2;3
R00455;U037;W0721;2024-01-31;True;6.44;1;0
R00456;U097;W1405;2024-02-06;True;4.78;1;0
R00457;U039;W0850;2024-01-20;True;7.15;2;1
R00458;U046;W0049;2024-02-22;True;9.29;1;0
R00459;U042;W0567;2024-01-06;True;4.97;1;0
R00460;U017;W1764;2024-04-04;True;9.2;1;0
R00461;U017;W0798;2024-02-07;False;17.65;1;0
R00462;U066;W0099;2024-02-08;True;6.38;5;18
R00463;U095;W1969;2024-02-23;True;6.03;2;1
R00464;U058;W0643;2024-02-21;True;8.17;1;0
R00465;U010;W0800;2024-04-30;False;6.4;2;3
R00466;U098;W1456;2024-04-17;True;8.61;2;2
R00467;U016;W1130;2024-01-04;False;16.69;1;0
R00468;U065;W0800;2024-01-13;True;5.86;1;0
R00469;U042;W1432;2024-02-29;True;5.82;1;0
R00470;U025;W1071;2024-01-26;True;2.89;2;3
R00471;U074;W1006;2024-04-08;False;10.67;2;2
R00472;U033;W0613;2024-04-23;False;7.17;1;0
R00473;U078;W1716;2024-01-15;False;10.77;1;0
R00474;U004;W0478;2024-03-12;False;9.97;1;0
R00475;U070;W0121;2024-03-19;False;8.71;1;0
R00476;U088;W0722;2024-01-17;False;11.58;1;0
R00477;U087;W1103;2024-03-21;True;3.49;2;2
R00478;U099;W1888;2024-02-16;True;12.69;2;3
R00479;U046;W0194;2024-01-20;False;11.82;3;5
R00480;U062;W1611;2024-02-23;True;6.22;1;0
R00481;U017;W1400;2024-02-18;False;13.94;1;0
R00482;U067;W0795;2024-01-27;False;17.54;1;0
R00483;U011;W0639;2024-02-16;False;12.6;1;0
R00484;U010;W0800;2024-05-05;True;5.49;3;5
R00485;U013;W0475;2024-04-14;False;15.81;2;3
R00486;U093;W1334;2024-01-05;True;4.18;2;2
R00487;U081;W1007;2024-01-27;False;15.28;2;2
R00488;U061;W1795;2024-01-24;False;14.3;1;0
R00489;U068;W1340;2024-03-19;False;12.3;1;0
R00490;U090;W0679;2024-01-31;True;5.68;1;0
R00491;U008;W1168;2024-02-10;False;15.97;1;0
R00492;U072;W0145;2024-04-15;True;7.44;4;11
R00493;U084;W1940;2024-03-07;True;8.57;6;15
R00494;U007;W0796;2024-02-25;False;12.66;1;0
R00495;U024;W0682;2024-02-09;True;5.39;2;3
R00496;U092;W1833;2024-04-10;True;16.97;1;0
R00497;U082;W1380;2024-02-22;False;10.66;1;0
